fields,supports,top100,top200,diff
pub2017 <= 7940.00 AND pubTJP2017 > 43.95,"['0.28', '0.20']",0.28,0.2,0.08000000000000002
pub2018 <= 8184.50 AND pubTJP2017 > 43.95,"['0.28', '0.20']",0.28,0.2,0.08000000000000002
authors2018 > 6722.50 AND cit2018 <= 43571.50,"['0.28', '0.18']",0.28,0.18,0.10000000000000003
cit2016 > 107650.00 AND citPA2017 <= 11.01,"['0.28', '0.06']",0.28,0.06,0.22000000000000003
pub2018 <= 8184.50 AND pubTJP2017 > 43.95,"['0.28', '0.20']",0.28,0.2,0.08000000000000002
pub2016 <= 7543.00 AND pubTJP2017 > 43.95,"['0.28', '0.19']",0.28,0.19,0.09000000000000002
pub2016 > 7543.00 AND fwCitImp2017 > 2.01,"['0.28', '0.00']",0.28,0.0,0.28
authors2016 > 6535.50 AND pubTCP2016 <= 23.75,"['0.28', '0.15']",0.28,0.15,0.13000000000000003
cit2017 > 75794.50 AND citPA2017 > 10.76,"['0.28', '0.00']",0.28,0.0,0.28
cit2016 > 107650.00 AND citPA2017 <= 11.01,"['0.28', '0.06']",0.28,0.06,0.22000000000000003
cit2016 > 107650.00 AND citPA2017 <= 11.01,"['0.28', '0.06']",0.28,0.06,0.22000000000000003
cit2016 > 107650.00 AND citPA2017 <= 11.01,"['0.28', '0.06']",0.28,0.06,0.22000000000000003
pub2016 <= 7543.00 AND pubTJP2017 > 43.95,"['0.28', '0.19']",0.28,0.19,0.09000000000000002
authors2018 > 6722.50 AND cit2018 <= 43571.50,"['0.28', '0.18']",0.28,0.18,0.10000000000000003
pub2018 <= 8184.50 AND pubTJP2017 > 43.95,"['0.28', '0.20']",0.28,0.2,0.08000000000000002
pub2018 <= 8184.50 AND pubTJP2017 > 43.95,"['0.28', '0.20']",0.28,0.2,0.08000000000000002
pub2016 <= 7543.00 AND pubTJP2017 > 43.95,"['0.28', '0.19']",0.28,0.19,0.09000000000000002
cit2017 > 75794.50 AND citPA2017 > 10.76,"['0.28', '0.00']",0.28,0.0,0.28
cit2018 > 35720.00 AND citPA2016 <= 17.89,"['0.28', '0.07']",0.28,0.07,0.21000000000000002
authors2016 > 6535.50 AND acaCol2017 > 5.75,"['0.28', '0.01']",0.28,0.01,0.27
pub2017 <= 7940.00 AND pubTJP2017 > 43.95,"['0.28', '0.20']",0.28,0.2,0.08000000000000002
pub2016 <= 7543.00 AND pubTJP2017 > 43.95,"['0.28', '0.19']",0.28,0.19,0.09000000000000002
pub2016 <= 7543.00 AND pubTJP2017 > 43.95,"['0.28', '0.19']",0.28,0.19,0.09000000000000002
cit2017 > 75794.50 AND citPA2017 > 10.76,"['0.28', '0.00']",0.28,0.0,0.28
pub2017 <= 7940.00 AND pubTJP2017 > 43.95,"['0.28', '0.20']",0.28,0.2,0.08000000000000002
authors2016 > 6535.50 AND h5Index > 184.50,"['0.28', '0.00']",0.28,0.0,0.28
pub2016 <= 7543.00 AND pubTJP2017 > 43.95,"['0.28', '0.19']",0.28,0.19,0.09000000000000002
cit2018 > 35720.00 AND acaCol2017 <= 5.75,"['0.28', '0.07']",0.28,0.07,0.21000000000000002
pub2016 > 7543.00 AND h5Index > 184.50,"['0.28', '0.00']",0.28,0.0,0.28
pub2016 > 7543.00 AND fwCitImp2017 > 2.01,"['0.28', '0.00']",0.28,0.0,0.28
cit2018 > 35720.00 AND acaCol2017 <= 5.75,"['0.28', '0.07']",0.28,0.07,0.21000000000000002
authors2017 > 7050.50 AND h5Index > 184.50,"['0.28', '0.00']",0.28,0.0,0.28
pub2018 <= 8184.50 AND pubTJP2017 > 43.95,"['0.28', '0.20']",0.28,0.2,0.08000000000000002
pub2018 <= 8184.50 AND pubTJP2017 > 43.95,"['0.28', '0.20']",0.28,0.2,0.08000000000000002
pub2016 > 7543.00 AND fwCitImp2017 > 2.01,"['0.28', '0.00']",0.28,0.0,0.28
authors2018 > 6722.50 AND cit2018 <= 43571.50,"['0.28', '0.18']",0.28,0.18,0.10000000000000003
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
authors2018 > 6722.50 AND cit2017 <= 89417.50,"['0.29', '0.18']",0.29,0.18,0.10999999999999999
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
citPA2017 > 10.10 AND pub2016 <= 7472.50,"['0.29', '0.29']",0.29,0.29,0.0
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
citPP2018 > 4.05 AND h5Index > 184.50,"['0.29', '0.01']",0.29,0.01,0.27999999999999997
authors2017 > 7050.50 AND h5Index <= 184.50,"['0.29', '0.14']",0.29,0.14,0.14999999999999997
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
citPA2017 > 10.10 AND cit2018 <= 38671.00,"['0.28', '0.29']",0.28,0.29,-0.009999999999999953
authors2018 > 6722.50 AND cit2017 <= 89417.50,"['0.29', '0.18']",0.29,0.18,0.10999999999999999
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
citPA2017 > 10.10 AND pub2017 <= 7940.00,"['0.29', '0.29']",0.29,0.29,0.0
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2018 > 35720.00 AND citPA2018 <= 5.33,"['0.29', '0.07']",0.29,0.07,0.21999999999999997
pubTCP2017 <= 24.65 AND cit2018 > 36507.00,"['0.29', '0.04']",0.29,0.04,0.24999999999999997
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
pub2017 > 7940.00 AND intCol2018 > 41.80,"['0.29', '0.00']",0.29,0.0,0.29
pub2017 > 7940.00 AND intCol2016 > 39.65,"['0.29', '0.00']",0.29,0.0,0.29
authors2017 > 7050.50 AND h5Index <= 184.50,"['0.29', '0.14']",0.29,0.14,0.14999999999999997
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
cit2018 > 35720.00 AND citPA2018 <= 5.33,"['0.29', '0.07']",0.29,0.07,0.21999999999999997
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
citPA2017 > 10.10 AND authors2017 > 7376.50,"['0.29', '0.00']",0.29,0.0,0.29
pub2018 > 8184.50 AND pubTJP2017 > 43.55,"['0.29', '0.00']",0.29,0.0,0.29
pub2017 > 7940.00 AND intCol2018 > 41.80,"['0.29', '0.00']",0.29,0.0,0.29
pub2017 > 7940.00 AND intCol2018 > 41.80,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
citPP2018 <= 4.05 AND pub2018 <= 3741.00,"['0.04', '0.29']",0.04,0.29,-0.24999999999999997
authors2017 > 7050.50 AND h5Index <= 184.50,"['0.29', '0.14']",0.29,0.14,0.14999999999999997
cit2018 > 35720.00 AND citPA2018 <= 5.33,"['0.29', '0.07']",0.29,0.07,0.21999999999999997
authors2018 <= 6722.50 AND citPA2017 > 9.83,"['0.29', '0.29']",0.29,0.29,0.0
authors2018 > 6722.50 AND cit2017 <= 89417.50,"['0.29', '0.18']",0.29,0.18,0.10999999999999999
citPA2017 > 10.10 AND pub2017 <= 7940.00,"['0.29', '0.29']",0.29,0.29,0.0
authors2018 <= 6722.50 AND citPA2017 > 9.83,"['0.29', '0.29']",0.29,0.29,0.0
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
pub2018 > 8184.50 AND pubTJP2017 > 43.55,"['0.29', '0.00']",0.29,0.0,0.29
pub2017 > 7940.00 AND intCol2018 > 41.80,"['0.29', '0.00']",0.29,0.0,0.29
pub2016 > 7543.00 AND acaCol2018 > 5.15,"['0.29', '0.00']",0.29,0.0,0.29
pub2018 > 8184.50 AND pubTJP2017 > 43.55,"['0.29', '0.00']",0.29,0.0,0.29
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
pub2017 > 7940.00 AND intCol2016 > 39.65,"['0.29', '0.00']",0.29,0.0,0.29
pub2017 > 7940.00 AND pubTJP2017 > 43.55,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
citPA2017 > 10.10 AND pub2016 <= 7472.50,"['0.29', '0.29']",0.29,0.29,0.0
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
pub2017 > 7940.00 AND intCol2018 > 41.80,"['0.29', '0.00']",0.29,0.0,0.29
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
pub2016 > 7543.00 AND acaCol2018 > 5.15,"['0.29', '0.00']",0.29,0.0,0.29
citPA2017 > 10.10 AND authors2017 > 7376.50,"['0.29', '0.00']",0.29,0.0,0.29
authors2018 > 6722.50 AND cit2017 <= 89417.50,"['0.29', '0.18']",0.29,0.18,0.10999999999999999
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
pub2017 > 7940.00 AND intCol2018 > 41.80,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
citPA2017 > 10.10 AND cit2018 <= 38671.00,"['0.28', '0.29']",0.28,0.29,-0.009999999999999953
pub2016 > 7543.00 AND acaCol2018 > 5.15,"['0.29', '0.00']",0.29,0.0,0.29
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
authors2018 <= 6722.50 AND citPA2017 > 9.83,"['0.29', '0.29']",0.29,0.29,0.0
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
citPA2017 > 10.10 AND cit2016 <= 117378.00,"['0.27', '0.29']",0.27,0.29,-0.019999999999999962
fwCitImp2017 <= 2.05 AND citPP2017 <= 6.95,"['0.06', '0.29']",0.06,0.29,-0.22999999999999998
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
pub2018 > 8184.50 AND pubTJP2017 > 43.55,"['0.29', '0.00']",0.29,0.0,0.29
cit2018 > 35720.00 AND citPA2018 <= 5.33,"['0.29', '0.07']",0.29,0.07,0.21999999999999997
authors2018 <= 6722.50 AND citPA2017 > 9.83,"['0.29', '0.29']",0.29,0.29,0.0
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
pubTCP2017 <= 24.65 AND cit2018 > 36507.00,"['0.29', '0.04']",0.29,0.04,0.24999999999999997
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
pub2018 > 8184.50 AND pubTJP2017 > 43.55,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
authors2018 <= 6722.50 AND citPA2017 > 9.83,"['0.29', '0.29']",0.29,0.29,0.0
authors2017 > 7050.50 AND h5Index <= 184.50,"['0.29', '0.14']",0.29,0.14,0.14999999999999997
cit2017 > 75794.50 AND h5Index > 184.50,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2017 > 75794.50 AND citPA2018 > 5.09,"['0.29', '0.00']",0.29,0.0,0.29
cit2016 > 107650.00 AND acaCol2017 <= 5.75,"['0.29', '0.06']",0.29,0.06,0.22999999999999998
authors2018 <= 6722.50 AND citPA2017 > 9.83,"['0.29', '0.29']",0.29,0.29,0.0
authors2018 <= 6722.50 AND citPA2017 > 9.83,"['0.29', '0.29']",0.29,0.29,0.0
citPP2017 <= 6.95,"['0.07', '0.29']",0.07,0.29,-0.21999999999999997
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2018 > 35720.00 AND fwCitImp2017 > 2.01,"['0.30', '0.01']",0.3,0.01,0.29
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2018 > 35720.00 AND fwCitImp2017 > 2.01,"['0.30', '0.01']",0.3,0.01,0.29
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
pubTJP2017 <= 47.65 AND h5Index > 167.50,"['0.30', '0.08']",0.3,0.08,0.21999999999999997
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
authors2017 > 7050.50 AND citPA2018 <= 5.09,"['0.30', '0.14']",0.3,0.14,0.15999999999999998
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
authors2017 > 7050.50 AND citPA2018 <= 5.09,"['0.30', '0.14']",0.3,0.14,0.15999999999999998
pubTJP2017 <= 47.65 AND h5Index > 167.50,"['0.30', '0.08']",0.3,0.08,0.21999999999999997
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
authors2017 > 7050.50 AND citPA2018 <= 5.09,"['0.30', '0.14']",0.3,0.14,0.15999999999999998
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2016 > 107650.00 AND citPA2016 <= 17.89,"['0.30', '0.06']",0.3,0.06,0.24
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2018 <= 35720.00 AND citPA2017 > 9.83,"['0.30', '0.30']",0.3,0.3,0.0
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2016 <= 107650.00 AND citPA2017 > 9.83,"['0.29', '0.30']",0.29,0.3,-0.010000000000000009
cit2018 > 35720.00 AND fwCitImp2017 > 2.01,"['0.30', '0.01']",0.3,0.01,0.29
h5Index > 172.50 AND intCol2016 > 35.55,"['0.31', '0.00']",0.31,0.0,0.31
cit2017 > 75794.50 AND fwCitImp2017 > 2.01,"['0.31', '0.00']",0.31,0.0,0.31
authors2016 > 6535.50 AND h5Index <= 184.50,"['0.31', '0.16']",0.31,0.16,0.15
authors2017 > 7050.50 AND fwCitImp2018 <= 2.00,"['0.31', '0.14']",0.31,0.14,0.16999999999999998
pub2018 > 8184.50 AND intCol2017 > 39.30,"['0.31', '0.00']",0.31,0.0,0.31
cit2016 > 107650.00 AND citPA2018 <= 5.33,"['0.31', '0.06']",0.31,0.06,0.25
pub2016 > 7543.00 AND pubTCP2018 > 20.45,"['0.31', '0.00']",0.31,0.0,0.31
cit2017 > 75794.50 AND fwCitImp2017 > 2.01,"['0.31', '0.00']",0.31,0.0,0.31
cit2016 > 107650.00 AND citPA2018 <= 5.33,"['0.31', '0.06']",0.31,0.06,0.25
h5Index > 172.50 AND intCol2016 > 35.55,"['0.31', '0.00']",0.31,0.0,0.31
authors2016 > 6535.50 AND h5Index <= 184.50,"['0.31', '0.16']",0.31,0.16,0.15
authors2016 <= 6535.50 AND citPA2017 > 9.83,"['0.31', '0.30']",0.31,0.3,0.010000000000000009
pub2018 > 8184.50 AND intCol2017 > 39.30,"['0.31', '0.00']",0.31,0.0,0.31
authors2016 <= 6535.50 AND citPA2017 > 9.83,"['0.31', '0.30']",0.31,0.3,0.010000000000000009
cit2018 > 35720.00 AND h5Index <= 196.50,"['0.31', '0.07']",0.31,0.07,0.24
cit2018 > 35720.00 AND h5Index <= 196.50,"['0.31', '0.07']",0.31,0.07,0.24
cit2016 > 107650.00 AND citPA2018 <= 5.33,"['0.31', '0.06']",0.31,0.06,0.25
authors2017 > 7050.50 AND fwCitImp2018 <= 2.00,"['0.31', '0.14']",0.31,0.14,0.16999999999999998
cit2017 > 75794.50 AND fwCitImp2017 > 2.01,"['0.31', '0.00']",0.31,0.0,0.31
cit2016 > 107650.00 AND citPA2018 <= 5.33,"['0.31', '0.06']",0.31,0.06,0.25
cit2017 > 75794.50 AND fwCitImp2017 > 2.01,"['0.31', '0.00']",0.31,0.0,0.31
h5Index > 172.50 AND intCol2018 > 37.50,"['0.31', '0.00']",0.31,0.0,0.31
cit2016 > 107650.00 AND citPA2018 <= 5.33,"['0.31', '0.06']",0.31,0.06,0.25
h5Index > 172.50 AND intCol2016 > 35.55,"['0.31', '0.00']",0.31,0.0,0.31
pub2016 > 7543.00 AND pubTCP2018 > 20.45,"['0.31', '0.00']",0.31,0.0,0.31
authors2017 > 7050.50 AND fwCitImp2018 <= 2.00,"['0.31', '0.14']",0.31,0.14,0.16999999999999998
cit2018 > 35720.00 AND h5Index <= 196.50,"['0.31', '0.07']",0.31,0.07,0.24
pub2016 > 7543.00 AND pubTCP2018 > 20.45,"['0.31', '0.00']",0.31,0.0,0.31
cit2016 > 107650.00 AND citPA2018 <= 5.33,"['0.31', '0.06']",0.31,0.06,0.25
h5Index > 172.50 AND intCol2018 > 37.50,"['0.31', '0.00']",0.31,0.0,0.31
h5Index > 172.50 AND intCol2017 > 36.70,"['0.31', '0.00']",0.31,0.0,0.31
cit2017 > 75794.50 AND fwCitImp2017 > 2.01,"['0.31', '0.00']",0.31,0.0,0.31
pub2018 > 8184.50 AND intCol2017 > 39.30,"['0.31', '0.00']",0.31,0.0,0.31
authors2016 > 6535.50 AND h5Index <= 184.50,"['0.31', '0.16']",0.31,0.16,0.15
h5Index > 172.50 AND intCol2017 > 36.70,"['0.31', '0.00']",0.31,0.0,0.31
authors2016 > 6535.50 AND h5Index <= 184.50,"['0.31', '0.16']",0.31,0.16,0.15
cit2016 > 107650.00 AND citPA2018 <= 5.33,"['0.31', '0.06']",0.31,0.06,0.25
h5Index > 172.50 AND intCol2018 > 37.50,"['0.31', '0.00']",0.31,0.0,0.31
cit2018 > 35720.00 AND h5Index <= 196.50,"['0.31', '0.07']",0.31,0.07,0.24
cit2017 > 75794.50 AND fwCitImp2017 > 2.01,"['0.31', '0.00']",0.31,0.0,0.31
authors2017 > 7050.50 AND fwCitImp2018 <= 2.00,"['0.31', '0.14']",0.31,0.14,0.16999999999999998
cit2017 > 75794.50 AND fwCitImp2017 > 2.01,"['0.31', '0.00']",0.31,0.0,0.31
cit2017 > 75794.50 AND fwCitImp2017 > 2.01,"['0.31', '0.00']",0.31,0.0,0.31
h5Index > 172.50 AND intCol2017 > 36.70,"['0.31', '0.00']",0.31,0.0,0.31
authors2017 > 7050.50 AND fwCitImp2018 <= 2.00,"['0.31', '0.14']",0.31,0.14,0.16999999999999998
h5Index > 172.50 AND intCol2018 > 37.50,"['0.31', '0.00']",0.31,0.0,0.31
authors2017 > 7050.50 AND fwCitImp2018 <= 2.00,"['0.31', '0.14']",0.31,0.14,0.16999999999999998
h5Index > 172.50 AND intCol2018 > 37.50,"['0.31', '0.00']",0.31,0.0,0.31
cit2017 > 75794.50 AND fwCitImp2017 > 2.01,"['0.31', '0.00']",0.31,0.0,0.31
pub2018 > 8184.50 AND intCol2017 > 39.30,"['0.31', '0.00']",0.31,0.0,0.31
authors2016 <= 6535.50 AND citPA2017 > 9.83,"['0.31', '0.30']",0.31,0.3,0.010000000000000009
cit2017 > 75794.50 AND fwCitImp2017 > 2.01,"['0.31', '0.00']",0.31,0.0,0.31
cit2016 > 107650.00 AND citPA2018 <= 5.33,"['0.31', '0.06']",0.31,0.06,0.25
h5Index > 172.50 AND intCol2018 > 37.50,"['0.31', '0.00']",0.31,0.0,0.31
pub2016 > 7543.00 AND pubTCP2018 > 20.45,"['0.31', '0.00']",0.31,0.0,0.31
cit2018 > 35720.00 AND h5Index <= 196.50,"['0.31', '0.07']",0.31,0.07,0.24
pub2016 > 7543.00 AND pubTCP2018 > 20.45,"['0.31', '0.00']",0.31,0.0,0.31
authors2016 > 6535.50 AND h5Index <= 184.50,"['0.31', '0.16']",0.31,0.16,0.15
cit2017 > 75794.50 AND fwCitImp2017 > 2.01,"['0.31', '0.00']",0.31,0.0,0.31
h5Index > 172.50 AND intCol2016 > 35.55,"['0.31', '0.00']",0.31,0.0,0.31
authors2016 > 6535.50 AND h5Index <= 184.50,"['0.31', '0.16']",0.31,0.16,0.15
cit2016 > 107650.00 AND citPA2018 <= 5.33,"['0.31', '0.06']",0.31,0.06,0.25
h5Index > 172.50 AND intCol2016 > 35.55,"['0.31', '0.00']",0.31,0.0,0.31
